title,author,publisherName,itemCaption,ISBN,salesDate,itemPrice,size,booksGenreId,reviewCount,reviewAverage
実践 Deep Learning,Nikhil Buduma/太田 満久,オライリー・ジャパン,２０００年代にニューラルネットワークの研究が再び活発になりました。現在、ディープラーニングは近代的な機械学習の道を切り開いている非常に活発な研究領域となっています。Ｇｏｏｇｌｅ、Ｍｉｃｒｏｓｏｆｔ、Ｆａｃｅｂｏｏｋなどの企業では、社内のディープラーニングチームが急成長しています。しかし、多くの人にとってディープラーニングはまだまだとても複雑で困難な課題です。本書ではサンプルのＰｙｔｈｏｎ３プログラムと簡潔な説明を通してこの複雑な分野の主要な概念を紹介します。微積分、行列演算、Ｐｙｔｈｏｎの基礎があれば誰でも本書を始めることができます。,9784873118321,2018年04月26日頃,3960,単行本,001005017,3,3.0
言語研究のためのプログラミング入門,淺尾仁彦/李在鎬,開拓社,言語研究者の関心に即したプログラミングの入門書。近年、注目を集めているＰｙｔｈｏｎを取り上げ、英語や日本語の言語分析のための具体的な処理例が多数収録。,9784758921886,2013年06月25日頃,3520,単行本,001008018,0,0.0
リバースエンジニアリング,ジャスティン・サイツ/安藤慶一,オーム社,Ｐｙｔｈｏｎはリバースエンジニアやソフトウェアテスターといったセキュリティのプロにも人気の言語です。本書では、ハッキングツールやテクニックの概念を解説したうえで、Ｐｙｔｈｏｎを使ったバイナリ解析技法について詳しく解説します。読者は、独自デバッガの構築、バグを発見するためのツールの作り方、オープンソースのライブラリを活用した処理の自動化、商用ソフトとオープンソースのセキュリティツールを連動させる方法などについて学ぶことができるでしょう。日本語版では、本書をより深く理解するための補足情報とリバーシングに役立つツールについての解説を加筆しました。,9784873114484,2010年05月,3520,単行本,001005017,2,0.0
入門PySpark,Tomasz Drabas/Denny Lee,オライリー・ジャパン,ＰｙｔｈｏｎからＳｐａｒｋを利用するための機能、ＰｙＳｐａｒｋを使いこなすテクニックとノウハウ。はじめに高速になったＳｐａｒｋ２．０の特徴とアーキテクチャを解説し、構造化及び非構造化データの読み取り、ＰｙＳｐａｒｋで利用できる基本的なデータ型、ＭＬｌｉｂとＭＬパッケージによる機械学習モデルの構築を説明。ＧｒａｐｈＦｒａｍｅｓを使ったグラフの操作、ストリーミングデータの読み取り、クラウドへのモデルのデプロイなどの方法を豊富なサンプルと一緒に学ぶ。ローカルでのＳｐａｒｋ＋Ｐｙｔｈｏｎ＋Ｊｕｐｙｔｅｒ環境の構築方法も紹介。,9784873118185,2017年11月22日頃,3740,単行本,001005017,1,4.0
micro:bitで学ぶプログラミング,高橋 参吉/喜家村 奨,コロナ社,,9784339028980,2019年09月03日頃,2420,単行本,001005003008/001005017,0,0.0
行列プログラマー,Philip N. Klein/松田 晃一,オライリー・ジャパン,図形変換、顔検出、画像圧縮、画像補正、ページランク、機械学習、暗号と秘密共有…豊富なサンプルで線形代数の概念を学ぶ。,9784873117775,2016年10月05日頃,5940,単行本,001012002,0,0.0
Kaggleコンペティション チャレンジブック,Jung Kweon Woo/巣籠悠輔,マイナビ出版,,9784839968939,2020年12月28日頃,3828,単行本,001005017,0,0.0
フリーソフトではじめる機械学習入門(第2版),荒木 雅弘,森北出版,,9784627852129,2018年04月10日頃,3960,単行本,001005017,0,0.0
機械学習のエッセンス,加藤 公一,SBクリエイティブ,本書は機械学習のいくつかの有名なアルゴリズムを、Ｐｙｔｈｏｎのみを使ってゼロから実装することを目標としています。実際の現場では、フレームワークの利用により、とかくブラックボックスになりがちな機械学習の真の仕組みが理解できます。,9784797393965,2018年09月22日頃,3080,単行本,001005017,4,4.33
試して学ぶ　機械学習入門,竹野 峻輔/高橋 寛治,マイナビ出版,,9784839967444,2019年04月23日頃,3289,単行本,001012010001/001012010,0,0.0
Cython,クルト・W．スミス/中田秀基,オライリー・ジャパン,Ｐｙｔｈｏｎの表現力とＣ／Ｃ＋＋の速さを備えたＣｙｔｈｏｎを使って、高速なシステムを効率的に開発する手法を示す。科学技術計算や統計分析の分野では恒常的にある「Ｐｙｔｈｏｎを高速化したい」というニーズに応える一冊。ＳｃｉＰｙの初期の開発とメンテナンスを行っていたことで知られるＥｎｔｈｏｕｇｈｔ社のコンサルタントである著者がていねいに解説。,9784873117270,2015年06月,3520,単行本,001005017,0,0.0
IoTデバイス設計・実装,武藤佳恭,オーム社,,9784274217906,2015年09月04日頃,2530,単行本,001012010001/001012010,0,0.0
デジタル信号処理の基礎,岡留 剛,共立出版,,9784320086487,2018年09月12日頃,3520,単行本,001012010001,0,0.0
ニューラルネットワーク自作入門,Tariq Rashid/新納　浩幸,マイナビ出版,人工知能の分野でパワフルかつ有用な手法として期待されている。“ニューラルネットワーク”の入門書。必要となる数学を理解できるよう一歩一歩丁寧に解説。コンピュータ言語：Ｐｙｔｈｏｎを活用してニューラルネットワークを自作してどのように動くのかを理解！,9784839962258,2017年04月28日頃,2959,単行本,001005017,1,0.0
プログラミングROS,Morgan Quigley/Brian Gerkey,オライリー・ジャパン,ＲＯＳ（ロボットオペレーティングシステム）の解説書。ＲＯＳのコンセプトから、Ｐｙｔｈｏｎ２．７によるロボットプログラミングの具体的な方法、インストールやデバッグ時のヒントまで、ＲＯＳユーザーが知っておくべき基本を網羅的に解説します。単純なテレオペボットから始めて、認識・行動制御を伴うより複雑な自律型ロボットへと段階的に学んでいくので、読者は学習を進めながら理解を深めることができます。各章が典型的なユースケースシナリオに対するレシピ（具体的なコード、図、解説）として構成されているため、自分自身の目的や興味に合わせて読み進めることも可能です。日本語版では、ＰｅｐｐｅｒプログラミングとＲＯＳ２アーキテクチャーについての解説を巻末付録として収録しました。,9784873118093,2017年12月13日頃,4180,単行本,001012010001,2,5.0
機械学習ガイドブック,櫻井　豊,オーム社,,9784274223938,2019年06月22日頃,2750,単行本,001005017,0,0.0
Ordinary Differential Equations and Physical Phenomena,神田 学/バルケズ アルビン,朝倉書店,,9784254201697,2020年11月04日頃,3520,単行本,001012002,0,0.0
実習で身につく！新しいPythonの教科書　〜Pythonの基本スキルから機械学習の初歩まで〜,境　祐司,（株）エスシーシー（SCC),,9784886477354,2021年01月07日頃,2750,単行本,001005017,0,0.0
文系でも数式なしのPython×Excelで稼ぐ力を上げる！,日比野　新,かんき出版,,9784761275280,2021年01月21日頃,1760,単行本,001015,0,0.0
Pythonディープラーニングシステム実装法ーKerasによる画像・一般データ分類システムの構築ー,宮田 章裕,科学情報出版,ＫｅｒａｓはＴｅｎｓｏｒｆｌｏｗ統合後の２．４系以降のものをサポート！汎用的な問題を題材とし、入力から出力までのシステム全体をメンテナンス性の高いコードで説明！,9784904774922,2020年10月25日頃,4400,単行本,001005017,0,0.0
Pythonによるはじめての機械学習プログラミング,島田達朗/越水直人,技術評論社,難しい理論で悩む前に、手を動かして機械学習を試してみよう！,9784297105259,2019年05月,2728,単行本,001005017,0,0.0
Python完全入門,松浦健一郎/司ゆき,SBクリエイティブ,,9784815607647,2021年01月25日頃,3190,単行本,001005017,0,0.0
退屈なことはPythonにやらせよう　第2版,AI Sweigart/相川愛三,オライリー・ジャパン,,9784873119274,2021年06月28日頃,4180,単行本,001005005011/001005006003/001005017,0,0.0
Python3ではじめるシステムトレード,森谷博之,パンローリング,ネットワーク上にあるデータベースから金融経済関連のデータをダウンロードし、そのデータの特徴を理解する。そして投資・取引戦略を構築するための知恵を身に付ける。その際にＰｙｔｈｏｎプログラム言語を学び、統計的手法を用いてデータ分析の客観性を向上し、安定した収益を実現する取引戦略の構築を試みてみよう。また、学習に用いたプログラムコードを公開することで、だれでも卓上で分析結果を再現できるようにする。これらが本書の特徴であり、目的である。,9784775991473,2016年12月,4180,単行本,001006005,1,5.0
Pythonで体験するベイズ推論,キャメロン・デビッドソン=ピロン/玉木 徹,森北出版,ＰｙｔｈｏｎでＭＣＭＣを走らせれば、ベイズ推論のエッセンスが見えてくる。プログラミングを通して学ぶ、ベイズ推論の新しい入門書。実践的なＰｙｔｈｏｎコードを多数掲載。,9784627077911,2017年04月06日頃,3520,単行本,001006018001/001012002,0,0.0
Pythonプログラミング逆引き大全 400の極意,金城俊哉,秀和システム,,9784798063669,2021年01月16日頃,3300,単行本,001005017,0,0.0
【POD】ゲームを作りながら楽しく学べるPythonプログラミング,田中賢一郎,インプレスR＆D,,9784844397533,2017年03月,2750,単行本,001005017,0,0.0
Rhinoceros×Python コンピュテーショナル・デザイン入門,三井 和男,彰国社,３ＤモデリングツールＲｈｉｎｏｃｅｒｏｓを拡張するプログラミング言語Ｐｙｔｈｏｎ。初めて学ぶあなたに最適！,9784395320837,2016年12月26日頃,2750,単行本,001005017,0,0.0
【POD】ほぼPythonだけでサーバーレスアプリをつくろう,長谷場 潤也/安田 譲,インプレスR&D,,9784844398974,2019年08月30日頃,2200,単行本,001005005011/001012010001/001012010,0,0.0
スパース推定100問 with Python,鈴木 讓,共立出版,,9784320125094,2021年01月28日頃,3300,全集・双書,001015,0,0.0
Pythonによる医療データ分析入門ーーpandas＋擬似レセプト編,青木智広、橋田和典（コラム執筆）/山本光穂（Pythonコード監修）,技術評論社,ｐａｎｄａｓ、ＮｕｍＰｙ、ＳｃｉＰｙ、Ｍａｔｐｌｏｔｌｉｂによるデータ分析プログラミング技法詳解。,9784297115173,2020年07月20日頃,4378,単行本,001028006002,0,0.0
事例とベストプラクティス Python機械学習,Yuxi (Hayden) Liu/黒川	利明,朝倉書店,,9784254122442,2020年02月07日頃,4290,単行本,001005017/001012002,1,4.0
Pythonによるバイオインフォマティクス　原著第2版,Sebastian Bassi/樋口 千洋,共立出版,,9784320058156,2021年02月27日頃,6600,単行本,001015,0,0.0
Pythonチュートリアル 第4版,Guido van Rossum/鴨澤眞夫,オライリー・ジャパン,,9784873119359,2021年02月01日頃,1980,単行本,001005005011/001005017,0,0.0
Python言語によるプログラミングイントロダクション,ジョン・V．グッターグ/久保幹雄,近代科学社,,9784764904699,2014年12月29日頃,4180,単行本,001005017,2,4.0
PythonライブラリBlueqatではじめる IBM Q 量子プログラミング入門,湊雄一郎/加藤巧己,秀和システム,,9784798062808,2021年02月13日頃,3850,単行本,001005017,0,0.0
科学技術計算のためのPython,ホセ・ウンピンゴ/石井一夫,エヌ・ティー・エス,,9784860434717,2016年12月,6600,単行本,001012002,1,0.0
PythonでかんたんiOSアプリプログラミング,桑井博之,カットシステム,ｉＰｈｏｎｅ／ｉＰａｄアプリ開発の最適解！Ｏｂｊｅｃｔｉｖｅ-Ｃの習得もＪａｉｌｂｒｅａｋも必要ない！！ｉＯＳアプリ制作の新たな選択肢。Ｋｉｖｙの使い方からｉＯＳデバイスへの転送までを解説。,9784877833176,2013年07月,3740,単行本,001005001004/001005001006/001006019004,0,0.0
ピアノミニアルバム 角野隼斗 Happy Birthday To Everyone 12の調によるバースデー変奏曲,角野隼斗,ヤマハミュージックエンタテインメントホールディングス,,9784636977943,2020年11月28日頃,1100,単行本,001011003003/001018002004,0,0.0
"The ABCs of Buddhism: If You Want to Be Happy, Focus on Giving",太田寿/伊藤健太郎,1万年堂出版,,9784925253987,2016年,1100,単行本,001008004003,0,0.0
"【輸入楽譜】チャイコフスキー, Pytr Il'ich: やさしく弾ける「くるみ割り人形」: 12 Selections from the Ballet by Tchaikovsky","チャイコフスキー, Pytr Il'ich",ハル・レナード社,,2600001115901,1970年01月01日頃,2420,,001018002004,0,0.0
Python/TensorFlowによる深層強化学習入門,牧野浩二/西崎博光,オーム社,,9784274226731,2021年02月17日頃,3080,単行本,001005017,0,0.0
留学生のためのPython［基礎編］ワークブック,滝澤成人/酒井雅裕,カットシステム,,9784877838065,2019年02月,990,単行本,001005017,0,0.0
PythonライブラリBlueqatではじめる IBM Q 量子プログラミング入門,湊雄一郎/加藤巧己,秀和システム,,9784798062808,2021年02月13日頃,3850,単行本,001005017,0,0.0
テスト駆動Python,Brian Okken/株式会社クイープ,翔泳社,ｐｙｔｅｓｔを使ってＰｙｔｈｏｎでテスト駆動開発するための全知識。,9784798157603,2018年08月29日頃,3080,単行本,001005017,1,0.0
Pythonで始めるOpenCV3プログラミング,北山直洋,カットシステム,Ｐｙｔｈｏｎ　＋　ＯｐｅｎＣＶで画像・動画処理プログラミングを学ぶ。Ｃｈａｉｎｅｒを用いたＤｅｅｐ　Ｌｅａｒｎｉｎｇプログラムも実装。,9784877833732,2018年08月,3520,単行本,001005017,0,0.0
Studies　on　the　language　of　Pepys’s　diary,安井稔,開拓社,,9784758921497,2009年09月,2200,単行本,001008022008,0,0.0
Pythonによる異常検知,曽我部東馬,オーム社,,9784274225413,2021年02月26日頃,3520,単行本,001005017,0,0.0
Python開発のための実践プログラミングGAN,毛利拓也,秀和システム,,9784798062297,2021年02月13日頃,3520,単行本,001005017,0,0.0
【POD】Python基礎ドリル　穴埋め式,Grodet Aymeric/松本翔太,オーム社,,9784274701139,2020年04月27日頃,2420,,001015,0,0.0
【POD】ドリル形式で楽しく学ぶ　Processing-Python　改訂版,田中 賢一郎,インプレスR&D,,9784844379089,2020年08月21日頃,3080,単行本,001005005001/001005017,0,0.0
〜短期集中講座〜　土日でわかるPythonプログラミング教室,フロイデ株式会社　吉谷愛/佐藤おどり,SBクリエイティブ,Ｄｏｃｋｅｒ／ＭｅＣａｂ／Ｄｊａｎｇｏを使ったチャットボット作りで形態素解析を学び、ＡＩプログラミングの扉を開こう！人工知能はもはや「作る」時代ではなく「使う」時代。Ｐｙｔｈｏｎを学んで、人工知能を使いこなそう。,9784797388978,2017年09月19日頃,2618,単行本,001005017,2,3.0
留学生のためのPython［基礎編］ワークブック,滝澤成人/酒井雅裕,カットシステム,,9784877838065,2019年02月,990,単行本,001005017,0,0.0
テスト駆動Python,Brian Okken/株式会社クイープ,翔泳社,ｐｙｔｅｓｔを使ってＰｙｔｈｏｎでテスト駆動開発するための全知識。,9784798157603,2018年08月29日頃,3080,単行本,001005017,1,0.0
Pythonで始めるOpenCV3プログラミング,北山直洋,カットシステム,Ｐｙｔｈｏｎ　＋　ＯｐｅｎＣＶで画像・動画処理プログラミングを学ぶ。Ｃｈａｉｎｅｒを用いたＤｅｅｐ　Ｌｅａｒｎｉｎｇプログラムも実装。,9784877833732,2018年08月,3520,単行本,001005017,0,0.0
Pythonによる異常検知,曽我部東馬,オーム社,,9784274225413,2021年02月26日頃,3520,単行本,001005017,0,0.0
Python開発のための実践プログラミングGAN,毛利拓也,秀和システム,,9784798062297,2021年02月13日頃,3520,単行本,001005017,0,0.0
Studies　on　the　language　of　Pepys’s　diary,安井稔,開拓社,,9784758921497,2009年09月,2200,単行本,001008022008,0,0.0
Python開発のための実践プログラミングGAN,毛利拓也,秀和システム,,9784798062297,2021年02月13日頃,3520,単行本,001005017,0,0.0
バイオインフォマティクス,Antao、T./阿久津	達也,朝倉書店,,9784254122541,2020年08月05日頃,5720,単行本,001012006,0,0.0
サイバーセキュリティプログラミング,ジャスティン・サイツ/青木一史,オライリー・ジャパン,Ｐｙｔｈｏｎは情報セキュリティの世界では他よりも先んじているプログラミング言語です。本書ではＰｙｔｈｏｎを使った情報セキュリティにおける攻撃手法について解説します。前半ではｒａｗソケットやＳｃａｐｙライブラリなどネットワーク関連の内容を扱います。後半ではＣＯＭをＰｙｔｈｏｎから扱う方法やＶｏｌａｔｉｌｉｔｙフレームワークなどシステム関連のトピックを扱います。読者はコーディングを通じてサンプルＰｙｔｈｏｎツールの拡張、外部ツールとの連携や自動化について学習することができます。,9784873117317,2015年10月24日頃,3300,単行本,001005017,3,5.0
心理学実験プログラミング,十河宏行,朝倉書店,,9784254128918,2017年04月12日頃,3300,全集・双書,001008003001,0,0.0
データ分析のための機械学習入門,LINE株式会社　橋本 泰一/あずみ虫,SBクリエイティブ,いまの人工知能を支えているものは、データ、計算環境、アルゴリズム、プログラムです。膨大なデータが手に入らなければ、人工知能は作り出せません。そして、膨大なデータを処理する計算環境、アルゴリズム、プログラムがなければ、人工知能は作り出せません。本書では、具体的なデータ分析事例を交え、機械学習理論から実行環境、Ｐｙｔｈｏｎプログラミング、ディープラーニングまでを解説します。,9784797388084,2017年01月23日頃,2838,単行本,001005017,5,3.6
デザイン・コンピューティング入門,日本建築学会,コロナ社,,9784339052541,2017年09月,3300,単行本,001012011,0,0.0
